Genes	sup35_mut_1	sup35_mut_2	sup35_mut_3	sup35_mut_4	sup35_wt_1	sup35_wt_2	sup35_wt_3	sup35_wt_4
TPD3		3450.35	2731.72	15995.7		9163.69	4159.15	3082.16
TPI1		63638.2	59745.8	258623	270502	90481.2	92095.2	93669
TPK1		631.013	362.432			718.254	958.635	471.35
TPK2		496.925				569.569	355.08	
TPM1		1901.95	3707.25	6403.74	7768.88	1982.55	3567.89	1601.22
TPM2		428.664	1294.52			233.618	1315.95	498.857
TPO1								
TPO2								
TPO3			1716.45				297.803	1506.35
TPO4		141.93					77.2084	
TPO5			246.718					895.738
TPS1		8249.4	8155.53	10243.4	27959.9	14916.2	8234.06	5157.45
TPS2		4873.24	1645.68	7857.65	15934.7	4878.72	2320.27	1745.14
TPS3		1494.18	1187.04	3431		2715.42	1254.57	635.446
TRA1		1071.95	1019.38	11902		1858.47	1326.98	1448.93
TRE2		1415.55						
TRK1		69.5965						
TRL1		3005.83	1322.89	3589.87		2083.77	1060.17	897.327
TRM1		2543.71	979.79			2760.08	1791.17	1734.87
TRM10		599.389	253.766				297.857	147.323
TRM11		1802.06	896.541	4771.8		1635.27	1386.54	461.534
TRM112		1174.73	2640.91	2923.45		1301.02	334.233	2682.07
TRM12		358.332				982.986	641.652	
TRM2		1365.72	2058.54	6450.76		2480.09	888.069	976.236
TRM3		2140.47	2249	10905.6		4262.31	2226.79	1651.29
TRM44		1021.93	477.549					731.526
TRM5		3048.56	2207.53	9864.34		2669.01	1551.64	1159.23
TRM7		1731.44	1021.49	7642.32	6831.1	2313.98	1317.3	769.93
TRM732		967.747	631.435	1403.9		1397.15	492.903	1104.16
TRM8		3291.6	1730.76			4205.13	4464.5	1618.44
TRM82		1175.79	1569.78	7563.18		3784.31	1677.61	1499.83
TRM9		671.252	253.629			554.502	806.168	416.419
TRP2		6000.05	6696.21	24030.4	42177.8	4898.02	5652.98	4447.16
TRP3		1464.03	2777.91	24486.9		4373.24	2729	3748.99
TRP4		2755.28	3003.57	8261.96		3188.76	2684.12	5519.62
TRP5		17535.3	11441.3	58765.4	65781.1	24148.4	13772.3	15757.3
TRR1		7482.44	7138.39	8117.61	29777.4	6018.7	10168.1	7874.19
TRR2		1745.7	721.221				3641.83	931.107
TRS120			812.96	11241.2		3686.12	6564.01	
TRS130								
TRS20								218.634
TRS23						903.767		339.14
TRS31		694.602	335.434			689.139		760.233
TRS33		786.896	591.839	1813.63		2223.83	1541.41	
TRS65								
TRX1		1593.55	3841.91	23081.5		2088.83	2222.11	2995.49
TRX2		3427.42	7055.49	65847.9	10904.3	10946.1	7307.21	6340.82
TRX3		1478.67	595.892	13798.4	37440.8	1982.48	2092.36	857.565
TRZ1		2147.37	1777.2	10049.6		2914.84	1515.86	895.167
TSA1		45691.7	94628.6	110437	131694	111208	73988.9	100418
TSC10		136.085				1786.09		
TSC11		180.399						
TSC13		8711.78	2642.25	3101.04		11461.5	4892.35	2792.45
TSC3								
TSL1		1342.27	764.755			1862.03	1585	606.674
TSR1		2891.53	1113.29	4061.99		1416.26	1199.99	790.972
TSR2			3954.7	647.798		4240.58	1661.11	50.4754
TSR3		627.548						
TSR4		562.468	867.662				1208.13	830.513
TTI1							259.492	307.698
TUB1		2232.84	1585.91	28545.3		3184.55	3646.46	1733.56
TUB2		9888.25	8585.03	3681.55		15443.5	9782.95	10516.8
TUB3						370.306	445.143	386.019
TUB4		378.844				2519.75	1699.81	
TUF1		9180.77	8265.08	38532.4	72252.5	17377.6	12904	11216
TUM1		4462.58	4681.69	17158.1		5013.13	4686.28	3052.17
TUP1		1120.63	1890.1				1599.9	1882.12
TVP18		1165.05	392.676			1435.22	912.664	555.4
TVP23		3859.52	1576.14			3969.69	4596.59	1074.71
TWF1		5225.75	4394.34	21763.5		5787.7	1559.14	6721.81
TYR1		1449.13	1623.83				1637.23	1478.69
TYS1		6079.05	4821.1	9324.38	21501.8	8318.84	4542.39	6693.77
TYW1		687.187	616.376				576.733	805.283
TYW3								409.91
UBA1		12208	14685.6	10355.6		28822.3	13204.8	12113.6
UBA2		1610.48	3923.9			5044.28	2341.51	1989.52
UBA3		782.663	426.612			1000.45	407.637	
UBA4			911.948			1126.06		354.378
UBC1		2897.78	3317.59	6105.68	9622.31	4909.75	2971.59	1378.21
UBC13			975.709				417.526	2419.04
UBC4		4341.77	6322.22	17862.6	5242.94	7737.27	7300.63	3750.73
UBC5		3291.98	2739.24	1702.64		14138.7	5419.7	
UBC6			212.512				717.883	
UBC7		2083.11	1063.05			1251.27		
UBP1		1554.57	901.027			873.163	2243.84	906.375
UBP11								
UBP12		884.503	758.793	3808.24		1103.47	958.274	443.367
UBP13								
UBP14		767.36	485.672			1199.53	887.307	342.957
UBP15		126.803	319.949	456.363		943.153	576.643	708.176
UBP16		203.968						
UBP2		927.366	790.16			742.57	809.568	528.106
UBP3		1730.03	1075.57	5052.3		1290.51	1164.68	
UBP6		11253.3	7588	32852.1		7590.47	7288.61	4603.14
UBP8		526.658					500.558	
UBR1		1919.98	1031.73			2875.89	1067.87	655.716
UBX2		1027.67	1970.23					512.781
UBX3		234.501	259.97				789.512	250.682
UBX4		1931.08					1285.57	566.634
UBX5		1150.15	1893.92			1971.53	819.64	544.37
UBX7		28.1752					869.074	
UFD1		715.106	693.033				983.438	624.159
UFD2		1068.79	1162.52			2956.45	1391.39	804.001
UFD4		529.442	948.269			723.95	574.526	884.772
UFE1								
UGA1		3840.58	3845.72	2568.33		5551.19	4969.02	3703.74
UGA2		1401.49	1815.35				1429.75	1141.2
UGO1		443.068					559.923	475.534
UGP1		16213.5	10839.1	34647.3	4452.61	13622	19550.4	11332.6
UIP5								
ULP1		710.525	285.651				895.434	
ULS1								
UPS1							88.0866	
UPS3								
URA1		5985.32	6978.01	21505.3		6935.37	4269.05	3164.85
URA10		2033.11	3976.05			3862.54	5229.14	11528.7
URA2		8931.92	11640.4	24611.2	41983.5	17928.2	8955.79	12118.4
URA4		2358.54	3055.03	6091.27		3328.84	4021.93	2837.32
URA5		2274.93	3408.16	30670.1		4382.49	2532.2	2540.61
URA6		1804.12	4228.97	3675.9		3612.3	2841.92	4569.46
URA7		3265.38	2343.18	10394.5		4942.76	2663.84	1375.56
URA8		2283.19	1721.53			4482.53	1416.91	1430.8
URB1		2198.47	996.99	2582.68		1876.91	1940.64	1082.41
URE2		1026.09	299.94	1388.89		1242.14	800.329	1159.66
URH1		128.856	745.579			568.665	631.91	583.657
URK1		233.275	625.192			536.363		577.403
URM1		11322.7	8339.97	23475.7	4188.61	22297.2	5839.78	1794.71
USA1							1015.81	
USB1		633.109	232.292				280.944	
USE1								
USO1		3866.1	2220.06			5213.53	2826.94	949.404
UTH1		1858	1973.17				1083.63	
UTP10		3216.61	2252.9	7065.54		3714.21	2146.51	1202.92
UTP13							145.612	
UTP14		620.619	862.755			1454.86	611.259	240.765
UTP15		329.839	341.259			496.742	226.618	470.947
UTP18		1284.48	261.171			587.112		
UTP20		2440.03	1625.22	1173.57		2254.52	1277.29	1080.81
UTP21		1592.92	1095.68			1250.66	1075.69	1500.62
UTP22		886.404	1294.19			467.555	595.685	317.31
UTP30		617.675				823.795	792.486	
UTP4		1178.34	1016.56	2104.49		1215.59	1010.88	1039.33
UTP5		254.142	122.243					230.946
UTP6		1461.83	226.747			142.912		721.928
UTP7		1296.35				506.769	2535.76	366.684
UTP8		379.406		882.041		288.785	2746.76	111.479
UTP9		1032.99	1309.48	3254.15		1811.76	970.569	1370.65
UTR2		993.622	599.536				667.796	1205.74
UTR4		675.18	1558.73			1011.42	895.688	967.616
VAC14		502.151	310.837				485.777	240.811
VAC8		2723.41	2038.55	17743.2		2892.5	2516.19	2127.15
VAM6								
VAN1		1711	771.08			1166.92	1048.31	977.207
VAR1		1505.83	591.783			2829.42	2100.8	728.226
VAS1		22710.1	27874.7	160411	121324	28176	23268.2	16555
VBA4		322.895	210.16				321.434	
VCX1		1265.29	650.656			1123.13	1102.19	642.699
VFA1								278.269
VHC1							246.459	
VHR1								131.076
VHR2								
VHS2		1112.68	625.491				925.577	415.639
VHT1		1418.67	1743.73				1041.6	939.994
VID22								224.431
VID27		1130.63	722.089			2412.79	1038.37	913.174
VIP1		1493.12	813.947	2467.15		1362.45	946.015	1545.04
VMA1		35442.4	37410	96899.1	92791.9	51610	42258.6	41553.3
VMA10		2189.64	3974.19		7409.7	11018.3	3807.56	2782.94
VMA11		1641.07	581.301			3100.5	1111.96	1082.59
VMA13		5258.58	5435.28	18521.2		6331.2	6454.67	3787
VMA2		8935.14	14506.9	70856.9	43862.5	16870.7	11208.4	11249.2
VMA22							575.407	
VMA3		10851.7	4989.69	6079.77		13101.8	9959.49	5705.31
VMA4		4918.56	5082.04	18394.7		8616.83	7199.87	9438.08
VMA5		3317.5	4864.53	20977.5	23948.8	5472.92	4058.22	3931.52
VMA6		2870.13	2226.56	12456.7		10671	5185.05	2407.22
VMA7		402.876	2121.22			473.713	733.433	1521.36
VMA8		4426.93	2905.3	13917.6		4800.86	3798.92	2738.06
VMA9		318.1						
VMS1		657.301	386.604					
VNX1		2342.63	1048.65	4379.65		1103.88	1647.64	414.221
VOA1			543.041	1278.79				
VPH1		7145.96	3795.78	6464.7		8895.04	5337.8	3707.7
VPH2		486.95	441.358				808.221	98.5138
VPS1		13302.8	8842.49	52060.1		18419.8	11005.6	11556.3
VPS13		886.023	920.894			1618.53	1117.3	860.869
VPS15								
VPS17						457.126		
VPS20		417.854	339.144				378.394	
VPS21		1876.35	1743.72		30353	4289.03	851.335	2879.1
VPS24		728.365	616.536				640.354	480.981
VPS28		547.036				988.867	1228.76	
VPS29		604.949	969.511			1016.23	783.233	896.158
VPS30		1818.9	4589.57	6987.32		2743.35	766.928	3855.15
VPS33			394.211	2378.66		296.747		383.785
VPS34							175.508	
VPS35								470.114
VPS4		1266.35	2697.82	3498.34		3272.43	1984.48	419.501
VPS41			402.127			941.496		
VPS45		411.351	597.406			1102.12	1214.58	611.808
VPS5							213.793	
VPS53								
VPS60		1056.95					825.169	655.508
VPS62		1446.35					847.008	
VPS64								
VPS70		2485.12	1365.28				1974.02	785.172
VPS74		897.616	2117.35	3890.01		1526.74	1789.23	708.541
VPS75		958.121	1608.88	4394.56		2212.15	885.361	803.385
VPS9								
VRP1		730.375	3572.86				713.297	1272.91
VTC1		430.869	583.769				344.27	688.725
VTC2		3890.7	2436.61	24103.5		8129.38	3848.4	1935.84
VTC3		1372.1	592.67			1651.61	1409.59	715.439
VTC4		3273.62	2106.8	7957.91		2987.8	2403.55	1293.75
VTC5		996.989	519.935			1540.16	1284	708.626
VTI1		1861.78	3030.42				3789.56	534.001
WBP1		2041.39	1906.08			1758.01	2004.12	1793.27
WHI2		862.929				1405.97	1015.74	572.293
WHI3								
WIP1						417.021	168.639	298.532
WRS1		4178.61	4345.66	5692.93		4499.69	3730.45	2297.08
WSC2		1372.18	1167.94				1104.23	130.813
WTM1		14538.9	11242	7493.53	36813.2	20509.8	13377.5	12334.3
WTM2		3804.21	3187.62			1266.34	4031.52	2139.19
WWM1		307.184	1174.97				194.733	3114.35
XDJ1		1962.18					116.388	
XKS1		868.243	1517.66			1308.15	465.698	937.093
XPT1		1918.13	1328.01	4391.92	19218.1	3238.55	1988.19	1379.52
XRN1		1503.26	655.71			1863.8	1364.56	722.109
YAE1		209.495	212.901	1304.74		939.581	478.27	
YAH1								
YAP1		612.752	207.502			391.622	744.463	730.505
YAP1802		1198.64	931.3				1240.62	330.964
YAR1		1246.22	1637.02			1948.6	919.158	1466.02
YAT1		621.386	528.206			721.071	533.97	799.005
YBL028C		915.13	385.695				434.56	652.239
YBL029C-A		256.818						
YBL036C		2077.1	2257.97			10707.2	1976.35	1551.12
YBL039W-B								
YBL055C		924.788	1166.9	1582.85		1236.78	1348.36	839.809
YBL059W		421.07	225.824				228.518	
YBL086C								
YBP1							710.899	
YBP2		156.794	816.251			2858.43		1224.49
YBR016W		3177.6	400.86				4187.28	
YBR053C		912.232	1848.46	3237.97		2338.91	1651.71	611.484
YBR056W		2202.55	2622.52	4555.52		5468.02	2453.53	1421.78
YBR085C-A		1773.98	2492.29	65269.9	27113.5	4500.61	1454.34	2108.17
YBR096W		1409.73	934.78	3410.93		1382.77	1295.34	624.136
YBR126W-A								
YBR137W		2651.75	3583.13			73941	4098.44	1236.59
YBR220C								
YBR225W		398.802					424.884	
YBR230W-A		165.866						
YBR242W		505.199	666.148	1901.19		833.069	442.992	256.932
YBR255C-A								
YBR287W								1852.31
YBT1		1701.46	1358.94	5687.49		5216.45	1210.66	1472.02
YCF1		2770.6	1590.8	9525.82		3319.78	2293.66	1076.9
YCH1		718.652	935.088			4720.34	1606.22	1026.51
YCK1		5236.36	1879.82	3582.3		3803.68	12882.4	963.468
YCK2		3178.44	1710.77	5854.15		3524.26	3838.32	953.511
YCK3		700.662	339.694			611.35	815.264	378.191
YCL012C								
YCL042W		235.872	3016.99	4645.7		2618.95		
YCL049C		852.082	248.453				338.692	
YCP4		2873.95	1763.15	8846.94	6551.25	5648.02	3369.67	2111.14
YCR016W		402.283	435.305	1262.92		932.559	960.774	1787.04
YCR023C		251.028						
YCR043C								372.396
YCR047W-A			236.509					428.048
YCR051W		2762.46	2681.47	22874.7		4721.73	3086.43	1378.69
YCR061W		72.2823					192.398	
YCR090C		144.027	3423.78					2496.96
YCS4			1025.25					289.451
YDC1		2078.75	560.607			2026.14	3527.26	470.184
YDJ1		3039.48	3138.57			6815.76	3097.79	3127.84
YDL012C			781.388					500.041
YDL057W		949.534	750.355			1043.75	381.071	337.275
YDL086W		6024.38	5036.23	27395.5	5703.78	6762.1	5760.39	2949.54
YDL124W		6083.05	7369.94	14122.1	3275.89	15316.2	10223.7	13622.5
YDL144C		836.825	1009.22	10639.5		1171.08	956.228	698.466
YDL157C		937.138	911.976	2186.58		2409.02	604.544	467.461
YDL177C						1017.38		
YDL183C							76.3882	
YDR061W								881.19
YDR109C		1499.45				1348.14	880.737	745.083
YDR115W		1722.36	468.203				1723.3	676.163
YDR222W		233.501						
YDR239C								
YDR248C		665.227	475.915			1204.59	1376.83	307.536
YDR262W								109.784
YDR286C								
YDR341C		14546.8	17399.1	52492.8	21414.4	24612.8	13901.7	12874.4
YDR381C-A		388.931	494.96			4003.2	228.953	
YDR391C		1381.55	2098.67			1450.25	1403.95	1244.45
YDR415C								
YDR476C		739.936	200.09			1256.86	606.936	550.849
YDR514C		116.109						
YEA6								
YEF3		43781.5	28415.1	56060.1	88521.4	38442.8	36966.8	29516.3
YEH1			168.861				551.149	
YEH2		824.032					2170.54	1287.08
YEL043W								344.022
YER010C			399.386					254.785
YER034W			294.649					552.152
YER079W		1653.02	835.146			2110.72	396.048	1184.39
YER134C		279.471	406.552			1111.71	425.319	516.744
YER152C		358.944	854.611				198.763	593.485
YER156C		3428.2	3509.61	7919.28		3256.16	3424.8	2931.53
YET1		2557.41	849.143			1466.03	1741.15	1348.61
YET3		6732.44	1078.71				1567.75	817.919
YFH1				23210.6		2905.43	2616.89	
YFH7		510.4	673.57			1161.41	634.117	583.954
YFR006W		2566.48	2307.79	2138.1		2360.88	1550.33	1312.52
YFR016C		2835.76	5357.34	11230.4		4516.07	3534.83	1848.48
YFR018C			791.051	8315.06				702.652
YFR045W								
YGK1						666.603	508.058	680.294
YGL039W		942.072	1007.34				425.278	593.558
YGL041W-A			608.293					
YGL082W		502.292	551.301	1930.39		823.336		38.1499
YGL114W								
YGL117W		606.525					1871.53	307.381
YGL140C		1389.85						617.882
YGL185C		241.586	321.2				208.973	242.854
YGL242C		1490.72	3335.82	18445.9		2179.15	1690.41	1361.15
YGP1		2517.47	1694.89	1942.35		4490.56	2139.1	1205.11
YGR017W			768.442				775.504	944.302
YGR021W		761.235						
YGR026W		417.943	725.467					
YGR054W		3259.42	2028.31			3113.89	2467.96	1744.56
YGR111W		1633.31	1598.32	5935.4		4180.4	2101.76	1582.45
YGR117C		327.863				1047.06		670.714
YGR122W		749.107	265.74	3313.35		228.841		352.085
YGR125W		510.436	1710.08			364.766	637.114	
YGR126W			438.119					197.372
YGR130C		813.77	1285.91			367.115	1113.49	1493
YGR210C		996.123	911.099				1060.33	639.772
YGR237C		3383.02	320.475			1180.86		
YGR266W		2755.98	1061.4			9051.98	2518.82	1515.84
YHB1		1852.55	3231.22	45892.9		1891.8	1185.18	1325.37
YHI9			291.049					402.91
YHL008C								
YHL018W								1588.43
YHM2		2918.55	1305.74			298.169	1115.48	970.362
YHR020W		7451.28	4809.71	4333.29	40621.9	9855.95	7521.41	5230.66
YHR045W		1700.3	302.238				1493.23	294.115
YHR097C		736.668	224.182					98.4439
YHR112C		626.659	858.186	2153.48		1937.85	948.75	557.297
YHR122W		142.325				391.753	600.655	468.906
YHR127W								
YHR138C			1087.33			898.012	375.67	634.457
YHR182W								
YHR202W			933.003				1018.22	817.638
YIF1		1695.38	1086.82			1443.76	1659	854.863
YIH1		2890.56	1050.96	6293.96		3497.46	2569.78	460.247
YIL002W-A		424.15	358.483	18339.9		1214.88	1191.82	126.289
YIL077C								
YIL108W		2977.35	1747.15	5216.3		2594.98	1649.49	1183.59
YIL156W-B					11248.8			
YIM1		2621.05	1764.49	9177.26		2632.09	2032.48	1430.38
YIP1								
YIP3		3254.31	2159.78				2436.12	2670.79
YIP4			238.035					338.365
YIP5		438.198	995.879	4640.07		1562.14	1610.22	1077.03
YIR035C		3458.97	4059.19	45770.1	13322.3	4664.09	4727.92	6230.79
YJL016W								
YJL049W			155.511					360.364
YJL055W		1362.88	2485.6	472.111		5415.36	2433.19	2023.51
YJL068C		1533.7	2485.24	98305.3	28065.2	5387.31	3044.57	2120.9
YJL107C								
YJL133C-A		500.28	586.312			273.248		597.181
YJL171C		461.505	746.701	5884.67				623.588
YJL218W						1495.91		
YJR085C		339.022	372.31	1349.53		391.655	256.918	
YJR096W		498.042	1030.86				195.256	591.289
YJR124C								
YJR142W		1777.53	923.412	3541.32		1915.67	1003.76	1121.71
YJR149W		1247.07	1110.67				478.183	376.719
YJU3		1884.33	1639.5			1085.14	1564.09	773.682
YKE2		755.834	822.601	9002.57		1750.21	1191.65	3496.52
YKL018C-A								
YKL033W-A		2844.81	2340.28	20701.6	101656	6023.37	4494.75	2297.1
YKL063C			310.947				232.071	
YKL071W		275.675						366.25
YKL100C							1149.34	
YKL107W		6248.39					3470.72	2860.21
YKL133C								
YKL162C								
YKR018C		2751.08	1722	6052.23		4959.68	1435.92	1443.58
YKR070W		2950.25	1199.7	8626.63		3550.71	1854	557.042
YKT6		2595.51	5465.06	14884.1	18613	4849.25	3041.04	3052.39
YLF2		678.699	605.96	4709.7				944.577
YLH47		1074.89	1253.9			744.134	615.632	1956.6
YLL056C								
YLR001C								
YLR046C								
YLR050C			446.704	1653.38		622.733	948.247	
YLR118C		1078.51	2699.74	9908.9		2358.74	1818.62	4737.79
YLR126C			473.229			280.005	785.433	659.321
YLR179C		4421.08	13446.3	196507	34697.4	11039.4	16625.5	20222.6
YLR225C		3753.17	2883.13	2307.83		4008.27	1392.13	1294.11
YLR257W		1968.1	2308.83	1249.65			1530.89	1528.95
YLR281C								
YLR283W							1363.46	
YLR287C		592.955	1011.24			1764.12	926.813	912.278
YLR326W			336.87				258.172	553.309
YLR345W						1075.86	296.378	681.551
YLR361C-A		660.555	1361.67				501.613	759.339
YLR363W-A		1092.12	491.954				640.697	1130.09
YLR407W								
YLR413W		4875.2	5247.64			4958.75	5442.8	3810.15
YLR419W		1367.93	666.542	5636.39		1153.96	853.03	346.519
YLR460C		811.456	770.044	2785.86		809.931	972.668	
YMC1		1387.05				4148.4	2560.45	315.704
YMC2		2337.73	1609.88	12688.7				4679.17
YME1		2417.43	1174.98	5632.49		1205.88	1444.45	731.589
YME2		4262.88	891.568			3301.86	1592.36	1393.17
YML020W								
YML079W		284.854	899.575	4006.09			789.84	2453.86
YML082W		1022.66	491.356				590.338	554.603
YML096W		1123.91	1431.25			3511.26	672.723	737.631
YML131W		477.809	1930.17				390.095	386.894
YML6		2669.99	3205.58	6184.21		2463.31	3142.82	793.939
YMR027W		3011.56	3968.95	2928.38		3693.81	2287.13	2825.64
YMR074C		2302.59	1322.85	8653.88		340.502	1486.7	663.601
YMR087W		770.829	463.09			511.532	804.13	
YMR099C		8749.78	12502.6	24606.4	91949.5	19320.1	12142.4	7035.24
YMR102C								
YMR124W		684.046	448.305			374.838	684.264	281.564
YMR130W		4708.22	3241.36	18383.6		6311.55	4794.7	931.251
YMR178W		4987.83	4023.2	19743.5		12913.6	5078.78	2826.18
YMR209C		864.608					882.465	360.456
YMR226C		14287.5	17122.3	107294	190907	13217.1	13153.2	9433.09
YMR295C		352.978	1076.05				2378.69	834.605
YMR31		2324.34	1017.6			1282.93	2049.09	1411.87
YMR315W		5355.03	2976.61	7075.29	16559.4	5470.32	3197.25	4800.52
YND1								
YNK1		8249.75	5208.45	801.276	11668.5		7006.63	5198.74
YNL035C		775.182	840.108				1030.76	1094.52
YNL040W		716.685	688.219			1829.77	896.239	885.616
YNL108C		3919.53	5473.98			8593.16	4749.7	1225.54
YNL115C		1545.09	1017.42			1222.46	1718.99	599.792
YNL134C		14502.3	21990.3	178662		22656	9941.35	8117.52
YNL165W								
YNL181W		579.146	1156.06			694.793		
YNL198C								
YNL208W		4848.45	5054.29	43617	10082.4	11900.3	4902.42	9447.18
YNL234W								
YNL247W		3741.49	5531.02	16022.3	12804.2	6148.53	4375.82	4494.46
YNL320W		249.404	1567.06	2505.46		1787.63	416.499	663.396
YNR021W		1664.18	800.178			2772.77	527.232	897.852
YNR034W-A			667.276			884.229	496.237	341.312
YNR040W		766.921	1109.01	3012.43		1116.15	2205.92	942.207
YNR048W							331.362	
YOL014W								
YOL019W								384.944
YOL057W		3342.37	4607.71	21737.3		5190.24	4660.92	2109.53
YOL075C								
YOL098C		1680.04	1101.48	2487.6		1391.65	1200.45	1639.73
YOL114C						8099.36	3706.48	2858.15
YOP1		3898.82						5664.4
YOR020W-A		906.87	1751.26			869.456	647.908	610.583
YOR022C								
YOR093C								
YOR097C								
YOR1		1407.64	2524.43	14201.6			2039.66	2386.9
YOR111W		595.742	617.47			2037.75	1485.28	618.747
YOR131C		3469.77	2219.14	12274.8	14683.2	2969.32	2092.41	1843.62
YOR238W			2541.16			796.124		1333.84
YOR283W		1121.31	2202.18	4095.05		3095.15	867.486	1169.67
YOR289W		125.041				933.804	798.027	916.562
YOR296W								
YOR352W						2690.29	787.188	169.606
YOR385W			1053.41					1328.08
YOS1		55.8225						
YOS9							1450.12	
YPD1		1924.04	1367.58	1985.45		2332.43	1217.06	717.54
YPI1			426.316					1309.83
YPK1		241.74	1196.57				3507.47	1088.49
YPK2								
YPK9		737.711	1164.38				739.799	416.906
YPL014W								
YPL034W							210.632	
YPL067C			409.739			2018.41	487.925	511.514
YPL107W								
YPL109C		1284.31	171.724					
YPL150W							353.508	168.011
YPL199C		1079.77	1245.52				3792.05	736.163
YPL225W		5009.57	6594.88	27774.9	13448.1	6908.76	4677.42	6024.37
YPL245W		913.412						
YPP1		925.824	1182.68			1084.8	852.072	896.763
YPQ1		2013				3055.59	1765.03	618.999
YPR010C-A			1892.68			2330.52	870.277	2060.54
YPR011C								
YPR063C		1347.86	617.462				1424.98	1238.4
YPR084W								
YPR089W								
YPR097W		417.277					422.877	
YPR098C							212.914	
YPR1		3003.08	2693.38	8972.75		6917.33	5017.7	1603.33
YPR114W			760.167					2492.79
YPR127W		519.948	448.478	4866.92		580.962	331.588	375.074
YPR147C						1235.68		
YPR148C		2636.85	2164.29	4651.94		3442.1	2099.02	2333.53
YPR172W		1016.73	1230.27	10034.6	1202.58	2998.05	2280.73	1030.28
YPR174C								17.9386
YPS1			445.04					
YPS6		861.272		2169.48				
YPS7								980.662
YPT1		3604.39	2034.37	13324.1		4441.39	4214.54	4689.47
YPT10			1245.5				397.529	
YPT11								
YPT31		1405.19	1052.79			502.065	1022.6	574.854
YPT32		2786.64	2149.61	6774.68		4044.26	1953.07	633.808
YPT52		1044.58	1007.04	6992.73		6299.68	1919.44	1244.73
YPT6		2704.44	1121.81			3725.16	2654.98	537.355
YPT7		1690.46	1667.91			1619.02	1352.51	6078.13
YRA1		5024.29	2188.91			3233.59	6566.92	1905.1
YRB1		1953.19	2692.37	12266.5	33116.6	2270.47	1993.42	1659.7
YRB2		904.618	645.086			6463.44	1967.62	867.876
YRB30			120.942			604.634	360.722	494.878
YRO2		1589.57						
YRR1								153.398
YSA1		2780.74	1999.08			1860.45	2378.06	2037.5
YSC83		1912.96						
YSH1		884.09	587.274			909.96	979.53	1033.77
YSP2								
YTA12		8323.91					388.54	2090.83
YTA7		2080.17	882.874	1595.91		1081.59	3842.32	549.326
YTM1		888.627	944.328	588.328		613.169	738.784	752.817
YUH1		155.144	585.442			854.977	363.324	754.845
YUR1								
YVC1		73.5618	1374.62	4946.55		1011.85	2677.6	900.007
YVH1		1700.18	915.22			438.58	1145.2	1118.84
ZEO1		1793.68	3371		33918.6		3874.41	4449.54
ZIM17		521.23	630.043				359.25	386.404
ZNG1		336.786	430.387			887.934	606.397	772.571
ZPR1		10559.5	13881.1	1392.84		13843.6	12594.8	14314.3
ZPS1		10586.2	20848.8	35359.2	42638.3	5961.22	34841.1	47501.9
ZRC1								348.893
ZRT1		1619.57	2899.69			1203.44	2438.42	13062.9
ZRT3		10091.2	5976.1	13720.3		13810.6	18082.3	2556.84
ZTA1		311.451				1054.88	331.423	763.965
ZUO1		13383.5	6276.28	26097.5		9941.99	6999.7	6072.33
ZWF1		13683	27057.5	87122.5	21575.3	30977.9	19984.5	15109.2
